Date time,Minimum Temperature,Maximum Temperature,Temperature,Relative Humidity,Precipitation,Conditions
5/22/2000,59,81.2,68.6,61.13,0,Partially cloudy
5/23/2000,62.3,87.8,69.7,67.54,0,Partially cloudy
5/24/2000,55.8,72.1,63.1,72.57,0,Partially cloudy
5/25/2000,52.4,66.4,58.7,66.54,0,Partially cloudy
5/26/2000,52.9,65.7,58.6,81.5,0,Partially cloudy
5/27/2000,54.3,69.9,60.8,79.88,0,Partially cloudy
5/28/2000,54.1,71.4,61.1,71.07,0,Partially cloudy
5/29/2000,51.8,65.5,57.7,66.2,0,Clear
5/30/2000,49.7,66,57.2,64.09,0,Clear
5/31/2000,48.7,74.9,61.2,55.16,0,Clear
6/1/2000,50.6,77.1,62.4,61.25,0,Clear
6/2/2000,51.2,67.2,57.3,73.78,0,Partially cloudy
6/3/2000,51,64.9,56.5,72.76,0,Partially cloudy
6/4/2000,50.2,63.8,56,72.4,0,Partially cloudy
6/5/2000,55.2,68.2,60.4,71.33,0,Partially cloudy
6/6/2000,52.7,68.5,60.4,72.59,0,Clear
6/7/2000,56.4,67.7,61.4,74.93,0.11,"Rain, Overcast"
6/8/2000,53.6,62,56.8,83.15,0.05,"Rain, Overcast"
6/9/2000,52.8,65.2,58.6,73.58,0,Partially cloudy
6/10/2000,51.7,65.7,57.7,68.66,0,Partially cloudy
6/11/2000,50.5,68.6,59,66.41,0,Partially cloudy
6/12/2000,55.3,72.2,62.7,73.88,0,Partially cloudy
6/13/2000,57.2,92.2,73,57.12,0,Clear
6/14/2000,69.9,103.5,84.8,40.51,0,Clear
6/15/2000,58.5,80.6,70,64.14,0,Clear
6/16/2000,58.5,73.8,63.9,77.36,0,Partially cloudy
6/17/2000,57.5,75.8,65.3,73.41,0,Partially cloudy
6/18/2000,57.7,71.9,64.1,71.69,0,Partially cloudy
6/19/2000,55.5,72.2,62.5,74.79,0,Partially cloudy
6/20/2000,56.5,74.1,64.7,72.29,0,Partially cloudy
6/21/2000,56.2,74.4,64,73.58,0,Clear
6/22/2000,54.5,67.9,59.6,76.76,0,Partially cloudy
6/23/2000,54,69.2,60.2,72.7,0,Partially cloudy
6/24/2000,54.9,72.9,62.5,73.75,0,Partially cloudy
6/25/2000,56.8,70.7,61.8,76.86,0,Partially cloudy
6/26/2000,55.9,71.7,62.2,76.38,0,Partially cloudy
6/27/2000,54.8,71.1,62.2,77.45,0,Partially cloudy
6/28/2000,55.1,70.3,61.6,78.83,0,Partially cloudy
6/29/2000,56.2,70.6,61.1,78.16,0,Partially cloudy
6/30/2000,54.4,64.9,58.9,77.42,0,Partially cloudy
7/1/2000,54.7,66.1,59.3,77.2,0,Partially cloudy
7/2/2000,53.9,60.9,56.8,79.39,0,Overcast
7/3/2000,53.1,62.6,57.3,76.83,0,Partially cloudy
7/4/2000,52.4,70,59.2,74.63,0,Partially cloudy
7/5/2000,53.7,64.5,58.2,82.7,0,Overcast
7/6/2000,54.4,66.2,59,77.5,0,Overcast
7/7/2000,55.6,67.2,60.8,73.91,0,Partially cloudy
7/8/2000,56.3,69.8,61.3,75.42,0,Partially cloudy
7/9/2000,54.2,72.1,61.9,74.8,0,Partially cloudy
7/10/2000,53.9,72.5,61.8,76.52,0,Partially cloudy
7/11/2000,56,72.7,63.2,74.24,0,Partially cloudy
7/12/2000,57.5,72.7,63.5,70.58,0,Partially cloudy
7/13/2000,56.8,69.9,62.6,68.53,0,Partially cloudy
7/14/2000,53.4,69.4,61.2,75.65,0,Partially cloudy
7/15/2000,54.5,67.2,60.1,77.58,0,Partially cloudy
7/16/2000,56.2,63.1,59.1,82.07,0,Overcast
7/17/2000,57.9,65.6,60.5,78.21,0,Overcast
7/18/2000,56.7,71.5,62.1,74.17,0,Partially cloudy
7/19/2000,54.4,70,60.8,75.47,0,Partially cloudy
7/20/2000,54,67.7,59.2,80.03,0,Partially cloudy
7/21/2000,54.2,66.3,59.1,81.49,0,Overcast
7/22/2000,55,70.7,61.2,76.55,0,Partially cloudy
7/23/2000,53.2,73.8,62,73.56,0,Partially cloudy
7/24/2000,53.2,71.6,61.5,75.4,0,Partially cloudy
7/25/2000,54.2,71.2,61.6,72.34,0,Partially cloudy
7/26/2000,54.8,69.1,61,75.08,0,Partially cloudy
7/27/2000,55.9,70.7,61.7,74.81,0,Partially cloudy
7/28/2000,54.6,70.2,61.3,78.86,0,Partially cloudy
7/29/2000,54.8,76.3,62.8,77.6,0,Partially cloudy
7/30/2000,55.2,72.8,62.3,77.55,0,Partially cloudy
7/31/2000,55.4,81.5,65.7,72.42,0,Partially cloudy
8/1/2000,59.4,87.2,68.7,64.95,0,Partially cloudy
8/2/2000,59.8,83.1,68,67.38,0,Clear
8/3/2000,57.8,77.6,65.9,72.81,0,Partially cloudy
8/4/2000,56.9,72.1,63.9,74.63,0,Partially cloudy
8/5/2000,54.9,68.8,60.9,78.93,0,Partially cloudy
8/6/2000,55.4,67.3,60.3,75.68,0,Partially cloudy
8/7/2000,56.9,66.5,60.1,79.55,0,Overcast
8/8/2000,57.1,68.1,60.7,79.13,0,Partially cloudy
8/9/2000,57.9,70.1,62.3,72.21,0,Partially cloudy
8/10/2000,57.2,69.6,63,69.53,0,Partially cloudy
8/11/2000,53.5,80.5,65.3,69.55,0,Clear
8/12/2000,55.5,72.4,62.7,71.06,0,Clear
8/13/2000,53.5,73.1,63.2,67.79,0,Clear
8/14/2000,55.4,75.8,63.2,67.17,0,Clear
8/15/2000,53.9,75.8,63.3,66.18,0,Clear
8/16/2000,53.4,78,64.1,65.42,0,Clear
8/17/2000,54.1,72.8,62.7,64.94,0,Clear
8/18/2000,54.2,70.8,61.1,71.96,0,Partially cloudy
8/19/2000,54.5,69,60.6,77.81,0,Partially cloudy
8/20/2000,53,73.4,61.6,72.42,0,Clear
8/21/2000,53.9,71.4,61.5,74.28,0,Clear
8/22/2000,56,73.1,62.2,76.69,0,Partially cloudy
8/23/2000,56.6,69.1,61.7,75.7,0,Partially cloudy
8/24/2000,56.2,74.3,63.4,73.66,0,Partially cloudy
8/25/2000,53,73.9,62.2,77.44,0,Partially cloudy
8/26/2000,55.4,71.1,61.2,80.21,0,Partially cloudy
8/27/2000,54.7,72.6,60.8,79.49,0,Partially cloudy
8/28/2000,55.2,72.2,61.9,77.07,0,Partially cloudy
8/29/2000,56.9,62.6,59.6,79.52,0.01,"Rain, Overcast"
8/30/2000,60,68.5,63.2,74.81,0,Overcast
8/31/2000,59.1,67.4,63.4,76.68,0,Partially cloudy
9/1/2000,59.3,63,61,81.39,0.09,"Rain, Overcast"
9/2/2000,57.5,69.3,62.9,73.72,0,Partially cloudy
9/3/2000,55.1,69,61.1,74.19,0,Partially cloudy
9/4/2000,55.6,68.4,60.8,73.27,0,Partially cloudy
9/5/2000,50.9,75.5,61.6,67.94,0,Clear
9/6/2000,54.7,83,68.7,46.85,0,Clear
9/7/2000,56.1,85.5,69.3,48.83,0,Clear
9/8/2000,55.7,74.2,63.3,70.49,0,Partially cloudy
9/9/2000,55.7,74.5,61.5,72.85,0,Partially cloudy
9/10/2000,52.5,70.7,60.1,75.78,0,Clear
9/11/2000,54,76.6,61.7,76.21,0,Partially cloudy
9/12/2000,52.9,76,63.9,69.93,0,Partially cloudy
9/13/2000,63.7,81.3,71.3,54.28,0,Partially cloudy
9/14/2000,61.1,74.4,67.2,76.88,0,Partially cloudy
9/15/2000,57.5,70.2,62.9,80.39,0,Partially cloudy
9/16/2000,57.7,72.8,62.6,80.81,0,Partially cloudy
9/17/2000,57.1,90,71.8,60.92,0,Clear
9/18/2000,62.7,91.2,74.4,56.54,0,Clear
9/19/2000,63.2,93.5,74.4,57.6,0,Clear
9/20/2000,62.7,80.8,70,69.86,0,Clear
9/21/2000,62.6,72.2,66,72.25,0,Partially cloudy
9/22/2000,57.8,66.3,61.4,78.56,0.02,"Rain, Overcast"
9/23/2000,54.4,74.9,63,71.93,0,Clear
9/24/2000,53,75.8,62.4,76.6,0,Clear
9/25/2000,55.8,77.7,64.2,74.16,0,Clear
9/26/2000,57.6,71.5,63,77.25,0,Partially cloudy
9/27/2000,57.9,70.4,62.3,75.45,0,Partially cloudy
9/28/2000,56.9,62.2,59.9,76.97,0,Overcast
9/29/2000,53.4,74,62.4,74.45,0,Clear
9/30/2000,58.1,83.5,67.4,61.8,0,Clear
10/1/2000,57.8,75.2,64.7,76.65,0,Clear
10/2/2000,55.5,67.9,60.2,78.92,0,Partially cloudy
10/3/2000,53.2,68.7,59.2,77.81,0,Partially cloudy
10/4/2000,55,67.6,59.2,77.75,0,Partially cloudy
10/5/2000,54.6,65.8,58.4,82.2,0,Partially cloudy
10/6/2000,53.3,64.8,58.1,81.95,0,Partially cloudy
10/7/2000,55.9,67.4,59.5,77.53,0,Partially cloudy
10/8/2000,53.9,65.8,59.3,79.5,0,Partially cloudy
10/9/2000,57.3,65.4,61.4,81.2,0.02,"Rain, Overcast"
10/10/2000,55.4,61.6,57.5,77.72,0.08,"Rain, Overcast"
10/11/2000,53,61.2,56.4,80.01,0,Overcast
10/12/2000,50.2,65,57.2,76.99,0,Partially cloudy
10/13/2000,50.4,67.9,57.9,76.65,0,Clear
10/14/2000,51,66.6,56.8,83.48,0,Partially cloudy
10/15/2000,53.1,64.3,56.8,82.01,0,Partially cloudy
10/16/2000,49.3,75.6,60.7,69.06,0,Clear
10/17/2000,52.7,69.9,60.3,73.79,0,Partially cloudy
10/18/2000,53.5,65.9,58.7,83.28,0,Partially cloudy
10/19/2000,55.5,70.7,59.2,85.24,0,Partially cloudy
10/20/2000,51.8,66.7,58.8,81.91,0,Partially cloudy
10/21/2000,51.8,67.6,60.3,57.75,0,Partially cloudy
10/22/2000,60.6,70.4,64.6,33.48,0,Clear
10/23/2000,50.2,74.6,63.1,35.53,0,Clear
10/24/2000,51.4,72.2,60.2,56.59,0,Partially cloudy
10/25/2000,55.8,62.2,58.7,77.95,0.18,"Rain, Overcast"
10/26/2000,53.8,57.7,55.7,90.2,1.1,"Rain, Overcast"
10/27/2000,53.5,62.6,57.1,78.48,0,Partially cloudy
10/28/2000,51.3,60,55.2,86.28,0.35,"Rain, Overcast"
10/29/2000,52.4,60.7,56,78.54,0.38,"Rain, Overcast"
10/30/2000,51.6,60.5,55,85.14,0.15,"Rain, Overcast"
10/31/2000,45.8,65.2,54.3,80.4,0,Clear
11/1/2000,46.6,61,53.7,84.15,0,Partially cloudy
11/2/2000,48.7,66.6,55.4,82.23,0,Partially cloudy
11/3/2000,51.9,70.6,61.7,61.93,0,Clear
11/4/2000,49.1,63.3,55.5,79.75,0,Partially cloudy
11/5/2000,52.6,61.4,56,79.7,0,Overcast
11/6/2000,49.9,65.3,56.9,67.27,0,Clear
11/7/2000,52.3,68.1,59.9,47.96,0,Clear
11/8/2000,48.8,60.6,53.3,76.57,0,Partially cloudy
11/9/2000,46.8,57.1,51.3,69.62,0,Partially cloudy
