Date time,Minimum Temperature,Maximum Temperature,Temperature,Relative Humidity,Precipitation,Conditions
9/13/2000,54.3,69.7,61.7,78.77,0,Clear
9/14/2000,59.9,78.5,67.4,67.72,0,Partially cloudy
9/15/2000,59.6,69.2,64.9,77.39,0,Partially cloudy
9/16/2000,59.2,68.9,62.7,83.12,0,Partially cloudy
9/17/2000,57.8,69.1,62.5,81.92,0,Partially cloudy
9/18/2000,60.5,68.7,63.3,89.69,0,Partially cloudy
9/19/2000,58.8,66.8,62.3,87.17,0.07,"Rain, Partially cloudy"
9/20/2000,54.8,60.8,57.6,92.06,0.03,"Rain, Partially cloudy"
9/21/2000,56.1,63.6,59.4,73.06,0,Partially cloudy
9/22/2000,50.8,62,56.3,55.4,0,Clear
9/23/2000,45.8,65.6,55.4,57.94,0,Clear
9/24/2000,47.3,66.9,56.7,69.38,0,Clear
9/25/2000,47.4,73.4,59.1,65.04,0,Clear
9/26/2000,48.1,73.1,58.3,71.36,0,Clear
9/27/2000,51.5,71.9,60.3,74.18,0,Clear
9/28/2000,53.9,63,58.5,82.22,0,Partially cloudy
9/29/2000,57.2,63.9,60.2,90.28,0.24,"Rain, Partially cloudy"
9/30/2000,54.5,61.4,58.5,96.27,0.28,"Rain, Partially cloudy"
10/1/2000,52.2,56.2,54.5,76.71,0.03,"Rain, Partially cloudy"
10/2/2000,50.4,58.8,54.1,75.7,0,Partially cloudy
10/3/2000,47.8,58,52.3,79.97,0,Clear
10/4/2000,44.1,58.4,51.4,83.74,0,Clear
10/5/2000,48.3,62.4,54.8,73.72,0,Clear
10/6/2000,48.3,71.9,58.7,51.72,0,Clear
10/7/2000,48.8,71.4,58.6,59.97,0,Clear
10/8/2000,51.7,64.4,57.1,80.59,0,Partially cloudy
10/9/2000,53.3,55.9,54.5,98.31,0.36,"Rain, Partially cloudy"
10/10/2000,52.1,56.1,53.9,88.55,0.01,"Rain, Partially cloudy"
10/11/2000,50.2,59,54.1,86.43,0,Partially cloudy
10/12/2000,48.8,60.2,53.9,88.36,0,Partially cloudy
10/13/2000,53.3,57.1,54.7,96.46,0.08,"Rain, Partially cloudy"
10/14/2000,47.8,55.7,52,86.14,0,Partially cloudy
10/15/2000,43.6,54.7,48.9,87.66,0,Partially cloudy
10/16/2000,49.5,56.9,53.2,94.64,0.5,"Rain, Partially cloudy"
10/17/2000,53,64.3,58.7,79.83,0.33,"Rain, Partially cloudy"
10/18/2000,50.3,58.1,55.5,88.36,0,Partially cloudy
10/19/2000,46.9,54.7,51.4,88.79,0.44,"Rain, Partially cloudy"
10/20/2000,47.7,57.1,53.1,92.86,0.9,"Rain, Partially cloudy"
10/21/2000,45.8,54.8,49.9,81.55,0,Partially cloudy
10/22/2000,41.3,54.7,48.4,82.33,0,Partially cloudy
10/23/2000,45.1,59.1,50.9,81.37,0,Partially cloudy
10/24/2000,43,58.5,50.3,86.22,0,Partially cloudy
10/25/2000,48.8,55.2,52.1,88.75,0,Partially cloudy
10/26/2000,49,54.3,51.7,90.25,0,Partially cloudy
10/27/2000,50.2,54.1,52.1,88.17,0.16,"Rain, Partially cloudy"
10/28/2000,47.7,55.4,51.9,77.91,0.42,"Rain, Partially cloudy"
10/29/2000,48.9,54.9,51.5,85.43,0.15,"Rain, Partially cloudy"
10/30/2000,43.7,50.9,48.1,89.66,0,Partially cloudy
10/31/2000,46.7,52.5,49.3,85.82,0.02,"Rain, Partially cloudy"
11/1/2000,42.3,52.1,47.8,82.61,0,Partially cloudy
11/2/2000,48.6,52.9,50.2,81.37,0,Partially cloudy
11/3/2000,44,56.3,51,85.46,0,Partially cloudy
11/4/2000,46.1,56.1,51.8,78.77,0.11,"Rain, Partially cloudy"
11/5/2000,45.9,49.6,47.6,89.68,0.04,"Rain, Partially cloudy"
11/6/2000,45.2,50.6,47.7,89.61,0.17,"Rain, Partially cloudy"
11/7/2000,41.2,50.1,45.7,91.56,0,Partially cloudy
11/8/2000,39.8,47.5,44.9,91.95,0.77,"Rain, Partially cloudy"
11/9/2000,40.7,46.3,43.5,87.17,0.09,"Rain, Partially cloudy"
11/10/2000,36.8,46.7,41.2,69.07,0,Partially cloudy
11/11/2000,32.1,42.9,37.9,68.65,0,Partially cloudy
11/12/2000,36.2,44.3,39.7,75.16,0,Partially cloudy
11/13/2000,38.2,46.1,42.8,64.42,0,Partially cloudy
11/14/2000,35.9,47.2,41.7,63.91,0.02,Rain
11/15/2000,31.3,45.6,38.3,77.78,0,Clear
11/16/2000,27.4,44.2,37.5,79.24,0,Clear
11/17/2000,31.5,45.8,38.4,75.11,0,Partially cloudy
