Date time,Minimum Temperature,Maximum Temperature,Temperature,Relative Humidity,Precipitation,Conditions
9/17/2000,65.5,76.9,70.6,86.94,0,Partially cloudy
9/18/2000,66.3,74.7,70.3,84.12,0,Partially cloudy
9/19/2000,66.2,74,69.2,81.8,0,Partially cloudy
9/20/2000,66.6,72,69.1,76.63,0,Overcast
9/21/2000,67.5,70,68.7,75.47,0,Overcast
9/22/2000,67.4,71.8,69.4,72.27,0.03,"Rain, Overcast"
9/23/2000,65.8,71.9,68.5,69.64,0,Partially cloudy
9/24/2000,60.2,74.5,67.9,73.35,0,Clear
9/25/2000,62.7,74.7,69.1,81.45,0,Clear
9/26/2000,66.8,73.3,69.5,78.52,0,Partially cloudy
9/27/2000,67.4,69.4,68.4,76.79,0,Overcast
9/28/2000,67.4,71.6,69.3,75.31,0,Overcast
9/29/2000,66.3,70.7,68,76.94,0,Overcast
9/30/2000,64.8,71.2,67.3,76.59,0,Partially cloudy
10/1/2000,63.5,72.8,67.7,82.25,0,Partially cloudy
10/2/2000,66.6,72.5,69.1,80.36,0,Overcast
10/3/2000,66.3,71.7,68.2,75.82,0,Overcast
10/4/2000,64.2,71.4,67.3,76.51,0,Overcast
10/5/2000,64.8,70,67.1,84.03,0.01,"Rain, Overcast"
10/6/2000,64.3,68.1,66.1,89.27,0.06,"Rain, Overcast"
10/7/2000,64.8,71.2,67.4,86.4,0.01,"Rain, Overcast"
10/8/2000,65.4,71.9,67.8,81.24,0,Partially cloudy
10/9/2000,65.3,70.7,66.8,79.69,0,Overcast
10/10/2000,62.1,69.9,65.3,73.63,0.06,"Rain, Overcast"
10/11/2000,57.8,66,62.2,72.61,0.41,"Rain, Partially cloudy"
10/12/2000,56.6,67.5,62.3,72.62,0,Partially cloudy
10/13/2000,55.1,68.7,62.5,74.82,0,Partially cloudy
10/14/2000,55.7,73.3,64.7,75.47,0,Clear
10/15/2000,56.7,71.1,63.9,88.37,0,Partially cloudy
10/16/2000,60.1,70.2,64.2,86.91,0,Partially cloudy
10/17/2000,57,68.3,62.9,90.36,0,Partially cloudy
10/18/2000,63.5,67.6,64.7,87.06,0,Overcast
10/19/2000,63.6,70,65.5,82.05,0,Overcast
10/20/2000,63.6,68.3,65.1,87.75,0,Overcast
10/21/2000,62.2,66,64,84.9,0.01,"Rain, Overcast"
10/22/2000,59,68.7,64.6,76.1,0,Partially cloudy
10/23/2000,59.7,69.5,65,76.66,0,Partially cloudy
10/24/2000,60.9,70.7,65.4,75.7,0,Partially cloudy
10/25/2000,58.3,71.2,64,75.05,0,Partially cloudy
10/26/2000,59.1,66.1,62.4,71.71,0.09,"Rain, Overcast"
10/27/2000,57,62.6,60.3,79.99,0.38,"Rain, Overcast"
10/28/2000,57.3,64.8,61.1,78.72,0.16,"Rain, Overcast"
10/29/2000,57,66.1,61.5,73.81,0.42,"Rain, Overcast"
10/30/2000,56.8,64.2,61.3,64.52,0.26,"Rain, Partially cloudy"
10/31/2000,54.8,65.4,59.9,71.1,0,Partially cloudy
11/1/2000,51.8,68.3,60.2,69.93,0,Clear
11/2/2000,54.6,66.8,61,72.56,0,Partially cloudy
11/3/2000,53.1,72,63.8,53.11,0,Partially cloudy
11/4/2000,60.6,70.2,64.5,55.25,0,Partially cloudy
11/5/2000,56.6,64.8,61.1,70.1,0,Overcast
11/6/2000,59.4,64.8,61.9,73.63,0,Partially cloudy
11/7/2000,52.4,70.3,60.7,56.89,0,Clear
11/8/2000,51.7,65.6,59.5,55.24,0,Clear
11/9/2000,56.3,61,58.1,72.75,0,Overcast
11/10/2000,55,60.4,57.1,68.43,0.28,"Rain, Partially cloudy"
11/11/2000,51.3,60,55.7,65.48,0,Partially cloudy
11/12/2000,44.9,62,53.8,60.31,0,Clear
11/13/2000,44.8,62.9,54.6,60.15,0,Clear
11/14/2000,46.6,58.9,53.4,69.63,0,Partially cloudy
11/15/2000,47.2,60.5,53.7,70.64,0,Clear
11/16/2000,46,60.4,53.2,71.19,0,Clear
11/17/2000,47.3,66.1,56.2,58.65,0,Partially cloudy
11/18/2000,44.8,66.7,55.9,48.38,0,Clear
11/19/2000,47,72.2,58.1,46.53,0,Clear
11/20/2000,47,75.7,60.3,49.05,0,Partially cloudy
11/21/2000,54.6,69.4,59,66.77,0,Partially cloudy
11/22/2000,53.9,61,57.2,77.98,0,Partially cloudy
11/23/2000,48.7,62.9,55.4,80.11,0,Clear
11/24/2000,48,63,55.2,78.54,0,Clear
11/25/2000,48.2,64.5,55.4,86.53,0,Partially cloudy
11/26/2000,48.6,66.9,57.4,74.26,0,Clear
11/27/2000,49.3,66.2,56.6,74.31,0,Clear
11/28/2000,48.9,63.7,56,87.86,0,Partially cloudy
11/29/2000,52.8,62.9,57.7,84.53,0,Partially cloudy
11/30/2000,54.3,60.5,56.9,87.91,0,Overcast
12/1/2000,51.7,60.5,55.3,89.02,0,Overcast
12/2/2000,51.4,60.5,55.4,88.99,0,Partially cloudy
12/3/2000,47,62.3,54.7,91.02,0,Clear
12/4/2000,49.7,73.9,60.6,65.77,0,Partially cloudy
12/5/2000,53.9,75,65.4,48.17,0,Partially cloudy
12/6/2000,55.8,70,62.9,50.27,0,Overcast
12/7/2000,58.2,68.3,62.1,77.24,0,Partially cloudy
12/8/2000,57.3,62.6,59.9,87.68,0.01,"Rain, Overcast"
12/9/2000,57.6,63.7,59.9,83.99,0,Overcast
12/10/2000,55.5,63.5,59,84.89,0,Overcast
12/11/2000,49.5,62.2,56.1,83.24,0,Partially cloudy
12/12/2000,52.4,60.4,56.1,75.39,0.01,"Rain, Partially cloudy"
12/13/2000,48.5,59.7,54.1,73.12,0,Partially cloudy
12/14/2000,49.9,61.1,55,75.06,0,Partially cloudy
12/15/2000,49.3,61.1,54.8,80.19,0,Clear
12/16/2000,48.3,71.3,58.7,69.98,0,Clear
12/17/2000,49.8,72.8,58.6,38.97,0,Partially cloudy
12/18/2000,48.7,77.2,60.8,31.08,0,Partially cloudy
12/19/2000,49,72.7,59,22.57,0,Partially cloudy
12/20/2000,47,66.9,55.7,53.74,0,Partially cloudy
12/21/2000,48,61.3,54.1,89.69,0,Partially cloudy
12/22/2000,45.4,61.3,53.2,87.22,0,Partially cloudy
12/23/2000,46.7,59.2,52.4,87.62,0,Partially cloudy
12/24/2000,46.9,60,52.9,88.22,0,Partially cloudy
12/25/2000,44.8,69.6,56.1,65.43,0,Partially cloudy
12/26/2000,45.8,68.3,56.1,43.43,0,Clear
12/27/2000,46.1,71.2,57.7,39.42,0,Clear
12/28/2000,46.8,66.2,55.5,54.58,0,Clear
12/29/2000,45.6,71.4,57.2,55.49,0,Clear
12/30/2000,47.1,68.4,55.4,69.91,0,Partially cloudy
12/31/2000,44,66,55.1,74.35,0,Partially cloudy
1/1/2001,50.7,65.2,56.7,60.94,0,Partially cloudy
1/2/2001,44.2,73.2,56.9,56.64,0,Clear
1/3/2001,47.6,73.9,59.6,44.43,0,Partially cloudy
1/4/2001,50.1,76.1,62,26.59,0,Partially cloudy
1/5/2001,54.6,66.2,60.3,43.14,0,Partially cloudy
1/6/2001,54.9,64.9,59.5,62.24,0,Partially cloudy
1/7/2001,49.3,68.8,57,73.07,0,Partially cloudy
1/8/2001,52.5,58.4,54.9,91.45,0.31,"Rain, Overcast"
1/9/2001,51.9,60.6,55.5,82.92,0.4,"Rain, Partially cloudy"
1/10/2001,51.3,60.4,55.8,77.28,0.02,"Rain, Overcast"
1/11/2001,50,55.9,52.3,86.26,1.18,"Rain, Overcast"
1/12/2001,47.8,53.8,50.5,86.6,1.53,"Rain, Overcast"
1/13/2001,46.4,59.2,52.5,76.18,0.01,"Rain, Partially cloudy"
1/14/2001,44.2,58.4,51.6,79.67,0,Partially cloudy
1/15/2001,48.6,58.4,53.2,70.22,0,Partially cloudy
1/16/2001,44.6,56.4,51.2,59.62,0.16,"Rain, Partially cloudy"
1/17/2001,41.8,59.1,50.8,49.1,0,Clear
1/18/2001,41.6,59.8,50.8,48.65,0,Clear
1/19/2001,43.4,63.7,53.2,55.19,0,Partially cloudy
1/20/2001,46.8,66,56.5,62.23,0,Partially cloudy
1/21/2001,47.3,67,56.6,67.95,0,Partially cloudy
1/22/2001,49.4,61.1,55.4,81.18,0,Partially cloudy
1/23/2001,47.3,59.9,53.3,82.87,0,Partially cloudy
1/24/2001,46.3,56.8,52.1,83.62,0.08,"Rain, Partially cloudy"
1/25/2001,47.3,57.6,52.4,75.97,0,Partially cloudy
1/26/2001,44.9,52.9,48.6,87.12,0.56,"Rain, Overcast"
1/27/2001,44.2,53.6,49.2,80.75,0.06,"Rain, Partially cloudy"
1/28/2001,46.2,57.6,51.8,75.62,0,Partially cloudy
1/29/2001,47.7,57,53,76.71,0,Overcast
